variable,coefficient,intercept,r2,r_value,p_value,std_err,mae,rmse
Yield_10Y,1535.64366035583,50899.65443148211,0.06647759216494897,0.2578324885753327,0.04484185416952892,749.185181149927,3497.8614796570273,4246.572455004718
USD_Index,-1584.1760356381744,269176.05180685775,0.06500423654305654,-0.2549592840887684,0.047366874421459496,782.1884954594354,3211.3442012204287,4249.922264602422
M2SL,10.331003792857686,-116325.75314657568,0.010189252352744926,0.10094182657721734,0.43890059075712595,13.256272975989678,3547.813379164462,4372.725825777435
